cr_135_075 1602774.125
cr_121_083 1219764.25
cr_074_135 1271372.75
cr_139_099 1148170.625
cr_157_130 1148170.625
cr_124_067 1288332.125
cr_155_048 1202116.5
cr_125_077 1219764.25
cr_100_035 1442760.5
cr_129_041 1258314.0
cr_048_081 1563140.125
cr_117_010 1442760.5
cr_141_071 1202116.5
cr_076_069 1366224.25
cr_087_005 1442760.5
cr_084_068 1366224.25
cr_119_140 1148170.625
cr_093_109 1217460.5
cr_092_063 1366224.25
cr_090_137 1141142.125
cr_089_028 1442760.5
cr_146_085 1576432.875
cr_062_139 1271372.75
cr_063_068 2186705.5
cr_086_129 1049475.125
cr_126_062 1245088.375
cr_128_117 1166174.5
cr_110_057 1288332.125
cr_071_119 1190664.625
cr_077_072 1366224.25
cr_144_130 1148170.625
cr_085_000 1442760.5
cr_114_092 1194210.0
cr_137_091 1576432.875
cr_121_119 1171008.5
cr_153_117 1148170.625
cr_064_116 1190664.625
cr_103_102 1166174.5
cr_144_081 1602774.125
cr_072_095 1084005.25
cr_099_112 1166174.5
cr_102_030 1340188.375
cr_124_090 1194210.0
cr_137_094 1148170.625
cr_107_108 1166174.5
cr_100_122 1151477.125
cr_134_072 1464890.25
cr_075_003 1442760.5
cr_088_071 1366224.25
cr_150_059 1202116.5
cr_075_022 1442760.5
cr_078_019 1442760.5
cr_099_082 1219764.25
cr_074_043 1398314.75
cr_151_091 1456519.625
cr_092_133 1141142.125
cr_119_142 1148170.625
cr_115_010 1442760.5
cr_106_047 1245088.375
cr_092_122 1132169.5
cr_150_124 1148170.625
cr_084_125 1190664.625
cr_088_010 1442760.5
cr_083_123 1190664.625
cr_109_115 1190664.625
cr_157_099 1148170.625
cr_144_067 1202116.5
cr_078_022 1442760.5
cr_084_017 1226553.875
cr_084_053 1340878.75
cr_140_050 1258314.0
cr_057_044 1819510.75
cr_126_105 1166174.5
cr_057_035 1819510.75
cr_062_092 1366224.25
cr_082_035 1442760.5
cr_105_117 1190664.625
cr_155_134 1148170.625
cr_066_060 2085590.875
cr_129_139 1148170.625
cr_102_054 1253737.25
cr_134_018 1258314.0
cr_064_124 1353144.375
cr_076_121 1190664.625
cr_098_070 1264216.75
cr_162_132 1148170.625
cr_061_037 1819510.75
cr_066_023 1487970.375
cr_069_024 1442760.5
cr_065_082 1366224.25
cr_074_015 1442760.5
cr_058_036 1819510.75
cr_146_084 1576432.875
cr_063_139 1271372.75
cr_094_098 1166174.5
cr_154_060 1202116.5
cr_060_069 2186705.5
cr_079_032 1442760.5
cr_143_061 1202116.5
cr_141_130 1148170.625
cr_077_068 1366224.25
cr_080_010 812682.5
cr_129_009 1442760.5
cr_082_096 1166174.5
cr_105_134 1148170.625
cr_136_134 1148170.625
cr_137_054 1258314.0
cr_102_142 1148170.625
cr_139_083 1576432.875
cr_087_053 1340878.75
cr_074_065 1956110.875
cr_107_103 1166174.5
cr_133_063 1202116.5
cr_104_051 1245088.375
cr_129_023 1258314.0
cr_131_002 1442760.5
cr_086_068 1258261.5
cr_152_140 1148170.625
cr_054_031 1819510.75
cr_145_050 1258314.0
cr_093_013 1442760.5
cr_065_133 1353144.375
cr_086_065 1298950.375
cr_110_103 1166174.5
cr_094_039 1442760.5
cr_078_046 1340878.75
cr_072_117 1190664.625
cr_155_056 1202116.5
cr_156_117 1148170.625
cr_099_081 1219764.25
cr_130_082 1592237.75
cr_141_104 1148170.625
cr_081_067 1366224.25
cr_144_064 1202116.5
cr_062_021 1819510.75
cr_100_063 1288332.125
cr_085_052 1340878.75
cr_123_099 1166174.5
cr_094_136 1141142.125
cr_102_068 1264216.75
cr_106_093 1194210.0
cr_127_131 1148170.625
cr_062_131 1353144.375
cr_135_064 1202116.5
cr_154_114 1148170.625
cr_063_140 1271372.75
cr_115_111 1166174.5
cr_108_120 1190664.625
cr_083_130 1101525.875
cr_061_081 1366224.25
cr_062_057 2186705.5
cr_108_056 1288332.125
cr_110_071 1288332.125
cr_160_117 957136.875
cr_162_138 1134960.875
cr_075_013 1442760.5
cr_124_103 1166174.5
cr_070_136 1353144.375
cr_117_003 1442760.5
cr_130_022 1258314.0
cr_155_061 1202116.5
cr_116_109 1166174.5
cr_127_101 1166174.5
cr_065_062 1995207.625
cr_072_076 1366224.25
cr_120_015 1442760.5
cr_138_073 1602774.125
cr_120_069 1288332.125
cr_103_114 1181757.375
